unit,rp2040_uid,n_magnets,distance_mm,n,mean_uT,sd_uT,cv_pct,min_uT,max_uT
Unit-A,df6470a31b8a2f2e,1,1,61,49745.24047613672,92.13659869042634,0.18521691283133945,49573.03322098996,49985.70543181579
Unit-A,df6470a31b8a2f2e,1,2,61,29870.320798310036,85.84455690837127,0.2873908100552709,29719.46487573196,30032.592320402047
Unit-A,df6470a31b8a2f2e,1,3,61,19499.905883005296,80.83579658271917,0.414544547382507,19340.32117085104,19764.920426115692
Unit-A,df6470a31b8a2f2e,1,4,61,13288.376726870678,110.55604231056108,0.8319755270559391,13068.179530354279,13580.800429398272
Unit-A,df6470a31b8a2f2e,1,5,61,9417.072816283333,94.623843235786,1.0048116339524227,9183.118505359287,9682.170182902453
Unit-A,df6470a31b8a2f2e,1,6,61,6919.501755339529,94.69007638623333,1.3684522344858778,6697.635969641292,7107.939101480642
Unit-A,df6470a31b8a2f2e,1,7,61,5204.381738918622,108.57233088813108,2.0861715441859663,4989.496499601714,5428.341754604592
Unit-A,df6470a31b8a2f2e,1,8,61,4047.4498412859534,90.76001479117694,2.2423999888863535,3822.279567225501,4255.002622741585
Unit-A,df6470a31b8a2f2e,1,9,61,3132.4063570488497,112.83200395277025,3.602087056772329,2829.0508357067697,3354.969581577194
Unit-A,df6470a31b8a2f2e,1,10,61,2495.749363579494,95.82460056740122,3.839512170804127,2280.5465353431464,2720.3034862387467
Unit-A,df6470a31b8a2f2e,1,11,61,1986.0316986432852,92.63368168013301,4.664259978499524,1794.4217502857055,2189.0309649338906
Unit-A,df6470a31b8a2f2e,1,12,61,1622.3032195216044,81.65553077236584,5.033308803791005,1415.1335828262563,1785.8466077530302
Unit-A,df6470a31b8a2f2e,1,13,61,1307.1080553081129,68.41806283068426,5.234308101219428,1117.4123392603115,1459.1733708148377
Unit-A,df6470a31b8a2f2e,1,14,61,1072.5859006329556,92.77578372204928,8.649729934665405,867.381800817966,1302.390000337987
Unit-A,df6470a31b8a2f2e,1,15,61,910.724307676414,91.65955205965801,10.064467510866661,711.4147356466099,1103.0897180624684
Unit-A,df6470a31b8a2f2e,1,16,62,777.6879662746853,108.22965696880247,13.916848615679225,477.3990064307187,982.7733131864791
Unit-A,df6470a31b8a2f2e,1,17,61,678.9592605880955,102.35410232256103,15.075146369445608,486.7073462043018,970.6026731088039
Unit-A,df6470a31b8a2f2e,1,18,61,612.5259733023732,88.44525194229358,14.439428823801503,411.3194779977988,827.7216853449097
Unit-A,df6470a31b8a2f2e,1,19,61,580.4853689518897,109.73523559327714,18.904048484703832,269.8681673233803,809.2553396695387
Unit-A,df6470a31b8a2f2e,1,20,61,559.2577232102146,97.7298092987887,17.47491455957129,350.11526185948964,827.7216853449097
Unit-A,df6470a31b8a2f2e,2,1,61,65708.9964180225,125.98885022028173,0.1917375962018586,65435.36499759681,66029.96524312324
Unit-A,df6470a31b8a2f2e,2,2,61,40516.27957574742,87.37152264024195,0.2156454727707564,40277.66495472129,40690.75524571986
Unit-A,df6470a31b8a2f2e,2,3,61,26529.58702492762,84.48980142321939,0.3184738659664451,26366.659720710442,26773.038209954222
Unit-A,df6470a31b8a2f2e,2,4,61,18548.596135016407,101.63841946897284,0.5479574773699333,18333.39371447713,18744.185281759106
Unit-A,df6470a31b8a2f2e,2,5,61,13421.938559673838,79.64291647174099,0.5933786398861027,13266.997705073405,13641.966628146845
Unit-A,df6470a31b8a2f2e,2,6,61,10029.560174206812,89.11954766523169,0.8885688516473726,9809.125606067208,10253.439987722795
Unit-A,df6470a31b8a2f2e,2,7,61,7652.77615435024,84.09439461134045,1.0988743550735738,7461.512142366673,7859.340921030235
Unit-A,df6470a31b8a2f2e,2,8,61,5941.103797400472,95.60867495486282,1.6092746098241266,5755.602736509997,6154.544969252735
Unit-A,df6470a31b8a2f2e,2,9,61,4746.966700199672,89.20395785380943,1.8791780833444065,4582.329170958059,4915.3438825246185
Unit-A,df6470a31b8a2f2e,2,10,61,3823.0017939486324,93.62748501122847,2.4490567898615665,3613.790749591465,4031.897642330009
Unit-A,df6470a31b8a2f2e,2,11,61,3097.7426335899127,96.69116155087342,3.121342635195615,2797.937174829317,3334.705803357711
Unit-A,df6470a31b8a2f2e,2,12,61,2542.264915930489,103.32629993986093,4.064340395542243,2337.8523368780066,2743.7295620563073
Unit-A,df6470a31b8a2f2e,2,13,61,2096.444979116494,109.28671711479119,5.212954225054261,1887.4287066844265,2358.5367598166904
Unit-A,df6470a31b8a2f2e,2,14,61,1704.2952417125532,107.03798147658763,6.280483501733597,1450.2987057607138,1918.0034466019874
Unit-A,df6470a31b8a2f2e,2,15,61,1454.0935344538357,88.61751509791398,6.094347646707551,1236.533722713057,1609.4032826159937
Unit-A,df6470a31b8a2f2e,2,16,61,1190.5833518006764,96.87292372739157,8.136593173495822,978.3578286338973,1381.9232647660626
Unit-A,df6470a31b8a2f2e,2,17,61,1030.512230747723,86.91847480654694,8.434492305198582,798.2860583858198,1196.6091881002567
Unit-A,df6470a31b8a2f2e,2,18,61,858.543151256249,94.30736473844767,10.984580635283619,635.9268760391452,1198.9095215441548
Unit-A,df6470a31b8a2f2e,2,19,61,757.7336769886804,89.42841838083055,11.802091037609578,557.1442773351145,981.1699815284368
Unit-A,df6470a31b8a2f2e,2,20,62,643.3875149088313,90.87251066328419,14.124071194661107,477.3990064307187,850.1482078293546
Unit-A,df6470a31b8a2f2e,3,1,61,55898.182574828585,128.487979315746,0.22986074572951357,55633.56689756434,56192.06863735991
Unit-A,df6470a31b8a2f2e,3,2,61,36348.93428414173,103.35812718957459,0.284349814444677,36118.09468099212,36555.5711487054
Unit-A,df6470a31b8a2f2e,3,3,61,25104.15132428995,91.60491087598533,0.36489945305321453,24930.917757627187,25360.335023415315
Unit-A,df6470a31b8a2f2e,3,4,61,18132.876654694013,93.37385876788503,0.5149423367621793,17939.668468568772,18324.284141181364
Unit-A,df6470a31b8a2f2e,3,5,61,13507.375889423709,94.76205595964109,0.7015578505802884,13308.840871853741,13753.665267962002
Unit-A,df6470a31b8a2f2e,3,6,61,10267.091606832606,108.59766729651724,1.0577257070955421,10017.07231081984,10502.207501354416
Unit-A,df6470a31b8a2f2e,3,7,61,7990.185888063991,91.41009114811305,1.1440295936627023,7768.853845557665,8180.607359002186
Unit-A,df6470a31b8a2f2e,3,8,61,6320.982550694721,100.93120604925006,1.5967645099440595,6103.889749466001,6550.883042080141
Unit-A,df6470a31b8a2f2e,3,9,61,5066.03371213331,84.085425003381,1.6597881060679438,4893.48226021237,5249.862022373921
Unit-A,df6470a31b8a2f2e,3,10,61,4111.069461718455,84.40825349633346,2.053194534471578,3908.548073242702,4336.0418123244945
Unit-A,df6470a31b8a2f2e,3,11,61,3349.58309688122,100.72141398826673,3.006983587958989,3061.6069135844746,3570.553078551119
Unit-A,df6470a31b8a2f2e,3,12,61,2753.1849812070714,100.28178453234385,3.6423918195419467,2539.445358611566,3047.354774688443
Unit-A,df6470a31b8a2f2e,3,13,61,2289.4192502785954,104.5045117657205,4.5646734102110615,2051.2787314969796,2558.5005037588876
Unit-A,df6470a31b8a2f2e,3,14,61,1884.7076692757626,88.57348236646027,4.699587305255485,1687.669216733993,2114.2105858936975
Unit-A,df6470a31b8a2f2e,3,15,61,1561.2878428808501,99.7246247949856,6.38733115419487,1382.8344050062199,1807.9267652176118
Unit-A,df6470a31b8a2f2e,3,16,61,1276.0952807668125,100.83512054566211,7.901848871744885,1104.8011355198526,1635.9401091877521
Unit-A,df6470a31b8a2f2e,3,17,61,1191.999491086585,100.82484745134411,8.458463967919625,974.73028208651,1389.9887633217434
Unit-A,df6470a31b8a2f2e,3,18,61,1016.5934247294639,104.71289205778675,10.300370778578758,788.1633609044416,1251.4679805824057
Unit-A,df6470a31b8a2f2e,3,19,61,876.9255337576611,102.5297241658376,11.691953332285083,634.9357846942474,1139.8023591388178
Unit-A,df6470a31b8a2f2e,3,20,61,742.6416295749754,119.5420184635231,16.096864719520067,514.8458704869165,1056.5041836308847
