timestamp,rp2040_uid,x_uT,y_uT,z_uT
2026-09-17T14:28:58,df6470a31b8b442e,11368.000,-13622.000,-81732.000
2026-09-17T14:28:59,df6470a31b8b442e,11368.000,-13622.000,-81732.000
2026-09-17T14:29:00,df6470a31b8b442e,11074.000,-13524.000,-81634.000
2026-09-17T14:29:01,df6470a31b8b442e,11368.000,-13426.000,-81634.000
2026-09-17T14:29:02,df6470a31b8b442e,11270.000,-13720.000,-81438.000
2026-09-17T14:29:03,df6470a31b8b442e,11270.000,-13622.000,-81732.000
2026-09-17T14:29:04,df6470a31b8b442e,11270.000,-13328.000,-81536.000
2026-09-17T14:29:05,df6470a31b8b442e,11368.000,-13524.000,-81536.000
2026-09-17T14:29:06,df6470a31b8b442e,11368.000,-13720.000,-81634.000
2026-09-17T14:29:07,df6470a31b8b442e,11270.000,-13524.000,-81536.000
2026-09-17T14:29:08,df6470a31b8b442e,11368.000,-13622.000,-81732.000
2026-09-17T14:29:09,df6470a31b8b442e,11368.000,-13720.000,-81732.000
2026-09-17T14:29:10,df6470a31b8b442e,11368.000,-13524.000,-81732.000
2026-09-17T14:29:11,df6470a31b8b442e,11172.000,-13524.000,-81830.000
2026-09-17T14:29:12,df6470a31b8b442e,10976.000,-13622.000,-81732.000
2026-09-17T14:29:13,df6470a31b8b442e,11466.000,-13524.000,-81634.000
2026-09-17T14:29:14,df6470a31b8b442e,11368.000,-13622.000,-81634.000
2026-09-17T14:29:15,df6470a31b8b442e,11172.000,-13622.000,-81536.000
2026-09-17T14:29:16,df6470a31b8b442e,11172.000,-13524.000,-81634.000
2026-09-17T14:29:17,df6470a31b8b442e,11466.000,-13622.000,-81634.000
2026-09-17T14:29:18,df6470a31b8b442e,11172.000,-13524.000,-81634.000
2026-09-17T14:29:19,df6470a31b8b442e,11172.000,-13622.000,-81928.000
2026-09-17T14:29:20,df6470a31b8b442e,11368.000,-13622.000,-81634.000
2026-09-17T14:29:21,df6470a31b8b442e,11368.000,-13622.000,-81830.000
2026-09-17T14:29:22,df6470a31b8b442e,11564.000,-13622.000,-81634.000
2026-09-17T14:29:23,df6470a31b8b442e,11368.000,-13720.000,-81732.000
2026-09-17T14:29:24,df6470a31b8b442e,10976.000,-13622.000,-81536.000
2026-09-17T14:29:25,df6470a31b8b442e,11270.000,-13524.000,-81732.000
2026-09-17T14:29:26,df6470a31b8b442e,11662.000,-13622.000,-81830.000
2026-09-17T14:29:27,df6470a31b8b442e,11368.000,-13622.000,-81830.000
2026-09-17T14:29:28,df6470a31b8b442e,11270.000,-13426.000,-81830.000
2026-09-17T14:29:29,df6470a31b8b442e,11172.000,-13524.000,-81634.000
2026-09-17T14:29:30,df6470a31b8b442e,11172.000,-13720.000,-81634.000
2026-09-17T14:29:31,df6470a31b8b442e,11270.000,-13426.000,-81732.000
2026-09-17T14:29:32,df6470a31b8b442e,11466.000,-13524.000,-81732.000
2026-09-17T14:29:33,df6470a31b8b442e,11564.000,-13426.000,-81830.000
2026-09-17T14:29:34,df6470a31b8b442e,11172.000,-13524.000,-81732.000
2026-09-17T14:29:35,df6470a31b8b442e,11270.000,-13622.000,-81732.000
2026-09-17T14:29:36,df6470a31b8b442e,11368.000,-13524.000,-81732.000
2026-09-17T14:29:37,df6470a31b8b442e,11368.000,-13426.000,-81830.000
2026-09-17T14:29:38,df6470a31b8b442e,11270.000,-13524.000,-81634.000
2026-09-17T14:29:39,df6470a31b8b442e,11270.000,-13818.000,-81830.000
2026-09-17T14:29:40,df6470a31b8b442e,11368.000,-13524.000,-81732.000
2026-09-17T14:29:41,df6470a31b8b442e,11466.000,-13720.000,-81536.000
2026-09-17T14:29:42,df6470a31b8b442e,11172.000,-13524.000,-81634.000
2026-09-17T14:29:43,df6470a31b8b442e,11172.000,-13328.000,-81732.000
2026-09-17T14:29:44,df6470a31b8b442e,11270.000,-13426.000,-81732.000
2026-09-17T14:29:45,df6470a31b8b442e,11564.000,-13818.000,-81634.000
2026-09-17T14:29:46,df6470a31b8b442e,11270.000,-13818.000,-81634.000
2026-09-17T14:29:47,df6470a31b8b442e,11564.000,-13622.000,-81732.000
2026-09-17T14:29:48,df6470a31b8b442e,11172.000,-13524.000,-81732.000
2026-09-17T14:29:49,df6470a31b8b442e,11172.000,-13622.000,-81732.000
2026-09-17T14:29:50,df6470a31b8b442e,11270.000,-13622.000,-81634.000
2026-09-17T14:29:51,df6470a31b8b442e,11172.000,-13622.000,-81634.000
2026-09-17T14:29:52,df6470a31b8b442e,11368.000,-13426.000,-81732.000
2026-09-17T14:29:53,df6470a31b8b442e,11466.000,-13622.000,-81732.000
2026-09-17T14:29:54,df6470a31b8b442e,11368.000,-13328.000,-81732.000
2026-09-17T14:29:55,df6470a31b8b442e,11466.000,-13720.000,-81830.000
2026-09-17T14:29:56,df6470a31b8b442e,11270.000,-13524.000,-81732.000
2026-09-17T14:29:57,df6470a31b8b442e,11368.000,-13818.000,-81732.000
2026-09-17T14:29:58,df6470a31b8b442e,11270.000,-13426.000,-81536.000
2026-09-17T17:02:32,df6470a31b8b442e,6076.000,-4998.000,-44982.000
2026-09-17T17:02:33,df6470a31b8b442e,6076.000,-5096.000,-44982.000
