,Cycle,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
,1,-70.9566556342816,-168.328649154512,-162.605446354096,-21.7179481505154,-48.7962081316218,-29.1176176820727,-103.947834779636,-470.369771688849,-285.704135928835,-495.534945104626,3.94399994364358,0.353618890649159,-595.388763701993,-345.172856303022,-333.092648752874,-344.224535598162,3.14363642863373,17.097136575675,-21.6024730726358,-331.116550650749,-17.5937273063228,-11.1666788911161,-418.647024428187,-590.443783513772,-13.0904307734918,-585.467746589055,-562.796502687079,-429.627024950953,-83.9561697374966,-137.257976229655,-19.1324509846409,5.58865750627683,-8.38496728477821,-12.5720701296286
,2,-4.03316480653939,0.322645701294277,17.1991095757294,-0.590749381646674,0.494086326196339,-3.34438591124672,-8.42432465840648,-9.48957710524792,13.4965719894553,-489.225247544434,5.12967121415022,15.399098558094,89.7082854445262,27.2037135022319,16.4750305232192,5.39230755906374,12.9638894796371,26.1302777986766,7.91981052082792,14.0057923848135,7.24271112461793,9.29655597871624,24.2676778347441,-164.136151206338,2.54956879336532,13.205165769089,21.3481879644896,27.4610248894969,11.814236293224,26.9725707907555,14.4080905571627,14.5527399913581,-6.16736834093081,-5.7296334698076
,3,1.65207533947796,5.60608510122438,19.8152848753425,2.3628022431958,16.3734482914824,7.89866629357311,1.53676547186114,3.1799495614714,18.9673711327387,16.4409907297413,15.3244486546491,12.5365605204825,55.7222497640532,31.3477530976252,15.5889466624703,8.43546920621338,12.9998402077335,25.016632657328,5.16388265595651,16.0000057674297,14.1851529610349,11.3396513738144,20.8309125505839,-158.728762554662,6.15537425166622,14.3872805491401,17.8355374479697,27.5563308462106,12.2254610519012,26.494666952789,12.1306101222381,12.4168124774242,-3.09156268357219,-3.39652082747944
,4,3.73151097718164,13.8156228732387,17.4691865966715,13.1495404576908,16.4548590957693,8.85452757495204,11.3077457656009,11.4535480763025,27.6413207745736,17.0647593538661,18.8212644134665,9.22167014520528,29.0431536341621,24.1004050634747,15.5648705247659,15.6661626449522,14.8187390819949,23.3438888696792,11.0811064121799,17.8559375721534,15.2713896886808,16.6000824499115,19.5062214722693,44.0084231080136,4.62982675019612,17.2990071168715,19.5918735740888,22.7553811607386,17.2223350130362,14.2957301418346,22.3270021662865,13.4592626535841,4.29180470460778,-2.88314809240092
,5,11.5151853411044,3.70786903340104,13.9397211622409,14.0076392325745,14.2484879655585,11.3741794599955,11.5843065015561,9.06207642202298,17.3260152956309,15.4646634707879,12.3619176748325,14.5577530534492,15.5095655583482,26.4895965018995,12.3312204861322,13.4545267376698,11.4559230477707,17.9623295386009,10.9355714647418,12.2936097401198,15.2502270722198,10.3789353452612,18.6009207910956,39.4305079561682,4.41693404475245,17.421788359844,16.440579338152,22.3586368216147,12.6969942752521,20.0836214232104,17.1509064723878,12.1457550613595,-1.05604600531569,-5.79011914146486
,6,10.8919607082908,6.6397735306,11.4036007474497,7.23287498869922,15.6641492900935,15.1767463565529,10.6059910246431,11.3849500264196,12.8576447787973,12.110185154942,7.56733113439896,12.2093789184328,13.6484101010474,14.7640658975433,5.52936436741584,12.132271505292,10.8495604103991,10.6163569435867,6.68145989263576,9.56764289593411,14.9756652498791,14.2642258820288,14.6123572035676,34.5047783457758,4.12020258334724,13.7650732138172,10.3004703070474,16.2751460364625,12.2961869023948,10.4156140776386,17.4791039576885,12.2359196199313,0.890027836421723,-1.62755136640408
,7,5.41923159166618,-0.642957362073503,1.17776380105806,7.50988136645174,14.0582998340606,6.58199614606565,2.39868059316632,4.49317019144382,4.15730743740278,9.12504322570658,4.53711694514823,7.61424392591107,2.80861015738992,7.04913362280058,8.91943722876385,4.9211356183132,6.09044782331875,10.200912615609,6.07033486059026,7.52665182843157,10.8485698023942,6.01441823843925,4.41940815053931,26.4400309879102,1.50045216647595,1.2613882985861,0.610665769674597,6.93381366280209,2.16674500159024,3.14522798630878,5.92187707113862,6.93649340421416,-8.11587633472482,-1.69704338977863
,8,3.39094121867493,3.80185691349743,-1.17246472061925,3.83992858159581,8.1002834068604,13.1473090222416,3.01358044127483,7.27880942522188,7.85559804769764,7.07391137451123,10.6715485975565,8.06923268423179,1.2773597638643,6.33214182838219,7.33897990373407,8.1770475010162,2.57846354195408,3.98810579471956,5.26493988369566,8.33851814875015,3.31697913810513,9.23259300668542,9.37421944162088,35.3761217700676,1.50699498388622,0.538946658723034,6.63562024810017,9.55759963493165,11.1946340334716,3.14264821729194,7.65918447883905,10.1166097219402,2.82490369237166,-0.135484097273547
,9,6.25227518556403,7.52231242576545,-0.170837739146918,3.54777937782274,3.94094391326962,7.10176436387337,5.70525002401519,3.30400583712253,2.12486126021486,4.69292292991577,5.49634758195225,11.0328453201673,0.127170085449507,3.65348282538889,1.19441111275137,6.02622707918181,5.3649220851612,6.92453240277155,7.38755443606442,-2.67065645482307,2.41050338631248,5.14892621030322,11.4749708394575,22.2457461290942,2.0793288953837,5.50994263725352,5.3073338713275,6.1057038543031,2.46914193330122,1.10251043832886,1.29347800463438,3.53873119129275,-0.791336579245581,-4.54646264004987
,10,1.78353706073722,6.08220003995848,-2.7657323537187,-1.53587189793325,1.36663491829404,5.95379314106958,-2.14406344156032,1.59771678745801,2.19944524722177,-0.220010178175471,0.801370482728998,6.37767668214565,-8.98603350390567,-1.47734235989083,5.58892634853237,3.48704399685448,-3.71553831325764,-4.07206528150891,1.62831597364038,1.78774168774362,3.77219457152842,3.0980315629522,1.31305536935542,19.471894086525,1.44941048914097,-3.47921459940699,1.19791172297118,4.39516129192543,4.20576624654586,-4.73072090496589,0.142542383735417,2.03197660540627,-6.15099551089588,-1.45627288608375
