,Cycle,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
,1,-200.758971780777,-189.039504448508,-150.774096007185,-159.583173311293,-23.1187623795931,-138.188977437435,-17.8952903844065,-8.55700319558946,-223.243684959131,4.36717881898676,-557.262419690814,-488.765150075706,-545.682648750027,-296.742339997733,-262.946224879596,-292.73294926327,-125.284919035604,12.9904352327212,-20.683520636303,24.7628893238616,-11.9560274106743,-207.629305842526,-274.771575355114,-214.593036398649,-537.93854960116,2.82808094531538,14.3401648802001,-219.242190613696,29.3919930818738,-77.9861592718071,-12.1703324356786,4.4347590205125,-40.1321991247041,-25.9285003683808
,2,-200.069048556812,4.40832391729782,7.33086387349431,16.5766685732742,-0.0251367991122606,7.26685411681501,18.8711433835742,10.58007858985,24.4644852530873,19.8109838562768,9.02563342312715,15.858139955375,26.7997737676924,16.510238945436,19.8738804002778,19.0613825777673,30.1661499975598,42.6964268874308,15.9159158416905,24.3416718245217,13.5832491373103,10.5365706038838,40.1586244764112,19.8931465108753,9.14787333062213,4.31320906679412,19.802644589834,12.4757779414231,37.5551318272255,24.4738256148084,4.64216018906791,12.6926068465445,4.58692700958909,6.20322838191078
,3,2.93239694454678,0.188894065053319,13.9891909941243,18.7659278894453,3.80119306905453,18.3164309667454,19.7201194102472,16.8248004132856,25.523697796667,21.7725442546371,17.2369295417157,15.3826163096173,22.3205099662491,16.0792777685811,23.5538222331988,18.7509211431598,31.0397334348936,40.6814535854237,19.8329832962054,22.5890672109699,14.383344512461,16.0319902378887,31.9256319266206,20.3262561371921,12.2924086269004,12.1579867077289,19.4617882072598,20.4382028257942,27.0004695309035,24.9025275172635,8.1690666085633,12.7946292245151,5.15744087616076,5.95691589388662
,4,6.18112035789272,6.39775963150078,9.4970379172737,25.5298598774252,13.2415604141997,14.1917707205021,28.9469653073884,24.7125034291539,25.5045103006396,23.8390197029776,21.4103206400414,13.4988273232066,22.733092837474,12.5570601623795,19.2921390948459,21.0696150101039,29.5344903994619,34.4724237791197,25.6448202322508,19.2310590070047,16.5233920081291,9.56007517682337,31.0945766009118,23.5749236896054,11.8074634280356,14.2281922360598,21.8808615444113,22.2605704029374,25.2042857119395,25.7660075557496,18.2835003840946,16.4846576525333,0.522834341130874,9.65531080772053
,5,10.7471775059912,11.8452235863824,12.7121369049255,23.276064695473,11.9417483591205,11.936391076677,18.6604194444162,18.8882238738515,17.4943126333465,18.6108990462544,16.8687095695987,17.0889346453978,16.9811946468471,9.80103177589899,23.5923274259958,20.2360543055447,26.8742029538453,30.645264939988,19.3869343481847,18.4143618989947,13.3684943347862,8.53633363174686,23.8634722569614,12.4661073432953,11.0101089240025,7.99266379063101,14.1779990129007,21.7176922524814,17.6498890814028,20.2783403437707,6.96733930005848,16.416643555327,0.51698108567598,6.47913963485189
,6,7.87128160029988,10.4421500861718,14.2169266299979,16.11626892603,12.2195304930265,13.7325891819155,16.4887318660158,18.9024492571543,17.9903247326783,16.7355893151071,16.3898967587938,12.2235857273199,17.0804851806879,14.8163394987305,18.7802585257459,13.7596634491792,23.7674297026961,25.1351142868361,18.0223604643952,14.428332176507,6.43918120650051,7.74827938148701,19.9851747428111,15.8220385813083,16.0097849172789,12.6826764203543,11.9325346523901,14.0876082368432,16.1833444647209,15.1737236809731,14.6115528961573,12.0486802713758,3.70827664991975,0.305391782400875
,7,11.6670994852575,12.9640520664416,8.23358356616973,17.7604844759971,7.34676795218274,13.4549800113482,18.9104920558275,11.7555468627443,15.783495210233,15.9032575488136,4.71277552491938,11.2155947568826,9.67657159267037,11.8669531921914,17.5367136268787,14.377002425299,18.507538288527,14.1863789766439,14.0963358118261,10.5522953048621,9.37633937315059,8.72813010873506,9.81196978511252,2.22019456053386,10.7075834277557,13.7363219018662,10.3760270251532,12.945463806398,11.0682301721627,16.8465969096542,12.8606697441519,5.95083121843345,2.06475477527056,5.89070682241436
,8,10.1296492379479,8.91616805665126,4.10963542128229,7.19414018067891,14.7633689183158,4.54416180980388,8.96547373452813,13.4380781209293,13.3057528982044,8.42400444161467,2.41853681216526,4.79793285216419,6.40875479957504,11.3851149460725,11.1981044801896,11.3591526201581,6.66751438901611,9.94957923594848,9.62710978683936,12.101100696781,9.08566095684,11.5552186423365,4.78770352314496,11.122723061324,4.56887914395429,10.8105584850155,8.79848155932723,6.70695282372981,11.2573417720441,8.42677760419429,2.3310522278789,4.36962714170932,-1.41307709445755,-3.74376752404078
,9,5.59436069810272,7.5898869772227,-0.592338129238669,6.39706610862595,6.47841709959721,4.5618400956173,0.558737490502608,7.72962279632611,4.77938929265747,6.40134288936952,4.33021803591691,3.70367643945156,4.03408443125136,2.76122352780294,7.81671291929433,5.8801701682778,4.20293708304143,-0.954651098824797,3.28764672841953,4.69298485794752,5.0588094736413,10.0810419458139,3.97080423859279,4.92927112662164,9.94927963178179,6.1766182853662,6.85368846040456,3.29590167764491,3.0170944833153,-1.4937667017457,4.52972987629255,4.40431537505447,-3.53661735994592,1.65177325092009
,10,2.87127518868783,0.920784149562678,0.0141311711349772,-4.43515501382899,3.81898272533454,-6.07440427161873,-3.00066014474396,-2.18909773170526,-0.844273055464328,1.94292565240721,0.506938736768461,-0.483994778074702,1.72157512337253,3.66782242221962,1.05334322931685,2.80506858650188,-3.6578418111103,-4.76044032655227,0.245899870237736,-0.29806717181873,0.0835681233447758,-3.15153528139217,4.92524596689236,7.28037103659699,3.99162769523082,4.64103471321505,4.10206750310044,-3.95809255535278,-3.8578520256242,-0.0558927882593707,3.67459354890525,3.1868604826177,-1.27210736601955,-5.81707573948188
,11,2.03264179063626,6.18429816627122,-1.08436262126816,-1.94201462759065,-0.979039432797435,-0.0709658272362503,-0.583026029325993,-5.18609867821124,-6.71229351119837,-2.1423650137076,-2.68153876962788,-0.418447327542708,0.795166491029704,-1.24451573809256,-0.4459258218385,-2.51386281927898,-3.39911583201319,-8.4426724929026,0.656057985443113,-3.54726340046454,-1.96706421883755,4.17430076731398,-1.56902356648607,-3.64448067199737,-2.11965909629907,2.00816329180452,2.1454862636474,-9.31327817753845,-7.30992236248676,-7.71207378927284,1.90401777128227,-6.01927331698153,-1.59269390158443,-5.75804389386849
,12,1.45394352012227,1.39802959818189,-0.75283088152355,-14.655063438152,-0.732827029730288,-8.01140426222264,-7.09922422513955,-5.29547521262248,-7.95666206627175,-11.5318341162065,-7.18762677323502,-2.61931879246822,-2.56810163567661,-2.61245459660768,-4.84086223560917,-3.85197102130678,-16.3993180562402,-18.5340661262026,-7.35574852579794,-2.71364096025718,-0.263214128844993,1.27667712535913,-6.74208872479539,-7.88061227624439,-3.47453284664152,-0.131221866563465,4.43142840001929,-6.82279794919032,-7.26771302803354,-11.3878432215079,0.523618112737495,-9.18296883802213,-2.02242839762221,0.948779813132205
,13,6.70062300299378,2.26634855952034,-6.52225993832781,-9.17962620211893,-3.3513417657432,-9.12609447564228,-10.7080698320324,-10.5567362381007,-9.93531634161081,-6.32317670905286,-4.68487424181239,-5.88287496708563,-5.85168144780346,-1.42616192778496,-10.0109849673663,-9.29175291439151,-15.7617279642018,-21.6409763984502,-7.97466235753473,-11.1868194381859,-4.07860123677438,-0.578943293615339,-13.8184749926759,-11.6955290125352,1.02382485963153,0.124925198400888,-3.84013165841498,-18.0196310481915,-14.4444467709336,-13.5899851135855,1.06586652248461,-7.32110111842394,-0.597296985202775,-4.8864823731592
,14,-2.72424126110764,1.35027822408301,-11.4468821710761,-23.9794797883042,-10.8053560363114,-10.1713068679364,-15.7597124125641,-16.3278131377756,-17.4467970630321,-16.6139142996062,-6.03127618641884,-8.71046725707129,-6.54093596494658,-5.86614679539889,-18.7296998465554,-12.5060897797503,-25.50970269149,-25.8360582177593,-14.5209361961388,-10.3985873239826,-8.95747903476331,-6.75705266140085,-21.1169120921522,-12.5336550834709,-9.42547108514827,-7.1772823287456,-11.2804660774927,-21.1267588907613,-22.1813375217998,-20.1936244301169,-10.6850574211103,-3.82549724932778,-1.22041946114314,2.54863701808063
,15,-3.42276156574644,-5.83070591569322,-10.7872296830228,-26.0278423704667,-14.6754328206061,-14.6265018862923,-24.5383912657207,-20.0274216709922,-19.2970287811113,-18.6530042614604,-14.156461729518,-10.2675226819101,-14.2181368883239,-4.01289664001706,-17.2874454078192,-17.0021457596549,-28.9251195049819,-35.2832142274356,-20.2582021462777,-11.827008814048,-5.82029869863436,-4.06635223536523,-15.4804426923492,-13.5236494437986,-9.27038225121851,-3.87274035403516,-10.8100516819713,-22.0025612138634,-22.5487809651368,-25.1598052189083,-7.01675829083433,-8.69732566949278,2.67486889183056,-1.82993301399074
,16,-8.3922887765566,-7.07688672481618,-22.6560389970546,-29.952917284897,-13.163510552733,-17.6720659575731,-27.6072757818147,-31.9539751722923,-33.3065388503301,-26.7897546030163,-12.4933301147285,-9.9675727327085,-17.7627092027524,-11.9266675039462,-25.1660056593437,-22.3755813644384,-36.2168403010601,-37.1010366379878,-21.5997623331032,-17.893067729492,-17.9455536102696,-14.7187986295021,-26.9617541590796,-15.5741489629827,-5.46737309075525,-3.75973020811489,-13.5443167233761,-24.8889919433695,-24.7388981144113,-28.2403603521298,-13.2199476913156,-12.9475905910085,1.28820277913837,-1.7997778390436
,17,-4.51722048199281,-2.46583274545083,-18.9748913241328,-34.7269913937862,-20.7036932757665,-15.5039245254829,-29.6555136519446,-22.9934325750783,-31.7266043843501,-25.5563503567882,-8.95618092754103,-5.92494681089102,-20.0111998401808,-14.4669275718097,-25.7250124221973,-19.6666583490096,-40.7911299887219,-42.2372724493125,-23.3805074376542,-19.7165716663603,-15.0606597359956,-21.1682389561583,-19.4605941841655,-19.8918134726491,-8.8366691134961,-11.6346155975198,-15.6002717264082,-30.9744849201252,-26.5935334260867,-32.5655145582014,-14.2224434362561,-19.6252595398391,5.69324741418222,-2.17056663806216
,18,-9.74579430382073,-11.047559647669,-13.615842804571,-32.1022914150808,-18.2038838614044,-22.5835017885711,-32.8267448493389,-29.3166021289462,-34.9632047250943,-28.8781168128235,-20.5192414526791,-16.8387849414385,-22.9740502387094,-16.8400185712026,-30.1814922027352,-26.089033855209,-42.4639347525954,-46.707196537217,-30.622748799964,-20.5470749995275,-13.6259265522558,-15.5772616921868,-32.4644307573662,-19.9420617835294,-10.8448426663927,-16.8572943569134,-18.4763601657014,-26.6242195599216,-29.5710363253938,-25.6639908760617,-16.4387263745593,-23.9529509155718,4.49317365631305,-5.63532487452358
,19,-13.9187250461209,-14.3375747483906,-5.76641163972454,-26.3690046132533,-20.6694080296475,-19.2576642390031,-29.7734544144141,-30.3481833560209,-33.0026237200345,-34.5372382833411,-20.151057887183,-15.821532876791,-28.2481176758492,-24.1818428745946,-34.6470564287829,-30.4682019656011,-36.440731164641,-46.1003715264633,-33.5106067963179,-26.6582341130979,-21.7611894907277,-18.1883881715421,-31.4597257534433,-24.0639363143691,-14.4905458189796,-17.1595447449909,-24.8464442983468,-22.8494920665535,-30.2032119831574,-26.7389967659492,-25.7369059596613,-17.2680180030211,0.115276400832954,-2.4025386909525
,20,-16.1747945034758,-20.3284177928581,17.3849373420526,-10.9604522891868,-20.6255344836372,-17.0793119597374,-28.9317234456503,-28.742029763861,-26.2448221186023,-24.9294172639993,-20.337408998972,-20.4744018646306,-30.5519536329712,-24.7914424947812,-37.1939621101619,-31.4835422202132,-32.0503036933351,-37.2203638570363,-30.4016904324353,-29.4836460669421,-18.6282068020664,-23.2601961520804,-32.0744987954176,-20.7581387531773,-20.2431455906699,-19.5925916285887,-27.8255984139414,-6.34697132747624,-25.3156933244454,-24.3998324396689,-21.7057891824352,-24.1600087292145,-1.28055856997253,0.209460570207739
,21,-17.9418509756206,-14.8621913891211,73.4661834173558,43.5028886896116,-1.85619666911862,-3.2752971281443,0.827466613548495,-5.04053201547504,-0.32610842331087,-2.67401451404567,-15.5145053912729,-18.8787513045399,-30.1869499871964,-25.6241911194375,-28.247714542892,-29.3692329182795,-3.14787624056862,1.70334169177386,-29.976176533728,-27.010883310566,-18.7567944761813,-18.0881558309602,-28.0609368003206,-28.6269212080597,-18.9455760704141,-21.1838794090336,-26.4124737809943,39.7947637372663,-1.80618904423318,2.76918371779539,-12.4518982718573,-12.1375215464586,-1.08457833663761,4.72966444679514
,22,-15.7408328481815,-15.5537030828518,175.159321072733,129.773602559446,22.960811421267,30.4369389329495,41.3009368821376,37.7773709617641,37.1746660438666,38.6234327963284,-12.306999299939,-12.4069564956644,-23.1276818581828,-23.4465072033609,-20.630237943391,-18.5499096620115,47.0548689843727,55.2387565250501,-18.0838371016025,-16.7007170789975,-13.8749090860156,-16.5309289808383,-18.5874503634577,-19.4313679424431,-18.6103073058539,-19.3437942060655,-26.6433810419021,110.523692381712,44.2530707345468,40.8221989220574,-5.37090551667916,-4.51151871731145,-0.283585218819098,-0.758524064727681
,23,-16.0970247874857,-17.6849592323715,391.04793788493,315.511539814399,82.0912243597131,85.2575811145753,129.893510164052,129.490321688108,141.454685201692,128.788583293697,7.19722545569039,2.22354157511381,-18.9167606348228,-12.8080684336064,-0.213619031920643,2.10944310213836,169.677721257779,185.608100591488,1.55831075638525,1.30731577187817,-12.485314148028,-14.5093797104955,-0.341618850490704,3.22230185793705,-15.0743132498137,-24.3621821589541,-19.4392415474467,264.587329408154,122.295505465709,121.511674136835,27.5555602194354,30.7090909849112,5.83419193366353,3.01660051172621
,24,-12.5974733562616,-16.14395137061,808.098817603438,680.029734071484,194.385928802494,202.555785901478,321.133408697993,315.80257897254,331.812756555375,306.215676832029,25.9793441173733,27.2700855023231,-2.61943394376158,-3.49532774701311,44.3998001463588,40.6288344781478,406.121959812658,440.533242953058,41.4003774070879,38.8178772356105,-2.52024610533135,1.25528428228426,46.8636237622804,31.7705211594957,-15.6773357655529,-17.4386600523167,-18.7421852694642,570.488735941503,294.057870627078,300.956331371022,85.3896163353829,85.2875748562719,-3.29798900861442,-0.91140641653783
,25,-4.10977552870372,-2.68567986400649,1570.32281937461,1363.4648636335,426.660706322154,427.326169497604,677.217775509779,678.846647588591,703.807849597312,662.083863958557,89.4617434525808,83.9335786401934,43.2813526837044,35.8684746027748,146.31077420113,126.281646419843,852.974707839309,922.615715301232,134.449268279599,116.847017362822,31.5909835789871,29.1218523743491,148.062657062172,112.171116938896,-5.49295481824993,-5.7376290207776,4.36695185844201,1138.26314056567,622.525265678741,634.266249391518,206.870674142554,200.529949684782,-0.459514470911017,-0.758521635229954
,26,25.6679467405629,24.3317646192763,2924.86685460074,2590.461076245,873.035158688495,869.775725221502,1349.50831556966,1347.01223289301,1402.04122076486,1324.40035205721,208.962379999817,200.532315454116,129.61805672812,102.833382660897,340.427575415394,309.502689000874,1693.01143538209,1830.61204679383,303.412497403657,274.299857698399,86.9540685399033,88.3133925790326,347.110780078279,258.359627205718,28.9667120446657,32.8036419946357,41.7048768840341,2166.10056570737,1238.19116566587,1268.33147508422,450.327862600345,431.342375188799,3.87906384201779,3.34037321195046
,27,76.5653667228062,82.0276730635514,5543.99082847869,4979.21046303916,1840.29073672596,1845.83241952525,2786.80747448321,2780.9218962103,2885.20272525269,2726.03207726371,476.246582192236,463.036545418465,320.768624573731,264.618176740583,771.807554716119,692.934568569904,3434.38490971519,3718.36528661515,704.601964969914,637.472878931889,211.508799675433,222.651675026662,785.998200720953,584.9812068533,96.615144818431,108.175920650453,119.832162428532,4212.24812318477,2551.5676861801,2600.13365020144,979.359889211597,932.505302733762,-4.07711595796445,-2.02726810082459
,28,169.674278216166,175.506120148678,8302.86830488213,7567.32256894753,3146.3004135951,3132.82096708314,4585.33829478652,4577.33961040518,4781.82817385168,4554.60368584404,888.972131398483,862.603797442855,624.866499172468,517.076753711317,1424.71332995897,1274.39179544042,5598.74588089789,6064.53233711306,1291.41974802018,1157.73751842126,417.071116152216,445.059635299168,1441.69138155136,1092.53436382454,199.457121954012,225.974881526844,236.176971281198,6661.85220235224,4230.18568136675,4277.54448845261,1754.51964331857,1671.69331342079,4.86902097186157,2.91883088668692
,29,372.223890879187,389.929032042712,11837.2519518776,11046.1402365481,5545.99901301643,5492.9319821247,7560.9043120671,7563.22055937129,7897.35613815684,7620.48625585982,1736.94672850978,1670.2288548286,1242.63592480685,1041.98170206493,2726.62307953819,2443.1584166679,9036.96907128075,9778.53347864453,2472.83011747153,2236.6449022786,842.431120474929,900.612357943979,2753.80405583653,2091.1827060268,428.489133485605,477.550434274591,458.77814679219,10193.9606497378,7049.89396011667,7020.12790408533,3249.41373726855,3080.22834965815,6.1725774759243,-0.0271787037008835
,30,817.094240676248,866.280951023907,14763.0042484654,14041.7563812622,9550.77704135417,9363.88917451022,11673.357608968,11661.9068091897,12199.1151626609,11928.4992586427,3510.4001911687,3379.36166930385,2596.1138510704,2190.80102887787,5313.13312161885,4836.99320613192,12907.0834953871,13948.9558174376,4931.36574543412,4471.08960845488,1783.57958833702,1909.8600836797,5377.249340484,4155.87461379104,936.91164953662,1048.11985921017,917.611801315845,13652.9248533056,10974.6150887839,10761.1260743755,6083.40998445657,5778.76396819749,2.5647406578355,-1.61264870664127
,31,1436.09431712466,1533.19655277229,16977.8861758594,16339.6142666331,12690.0071595449,12307.4211455962,14176.4829229796,14179.9162907542,14847.0022140902,14731.7965888432,5620.14230189018,5422.90353516962,4315.3319868825,3706.96426301902,8130.42241338185,7474.14118088215,16100.5046540371,17386.8201518812,7632.0337840945,6983.2122244864,3036.94498475937,3259.12688161844,8258.33466061596,6507.1311738734,1656.28230616719,1851.24511774944,1551.20826968114,16425.3162835264,13572.2659569126,13059.6158845607,8885.36990274942,8474.70027403726,6.79528934536575,2.00960817242503
,32,2686.48526185499,2853.21495712354,18352.2798932796,17794.9222140028,15646.0459239349,15063.2991232395,16387.9057702137,16399.6748507165,17192.1450852139,17202.9622779854,8971.70618381654,8650.49715943549,7281.81055943519,6448.11312641068,12130.2584477796,11323.1469459248,18386.1564058468,19836.7888615102,11685.5281290806,10764.2113074483,5380.04697017445,5741.63398743198,12297.9304864485,10033.8933827821,3079.28546895569,3419.3308678787,2699.94045912647,18311.2424219199,15859.151246998,15091.2368110099,12324.3886173253,11770.9560191816,-2.61197571725279,2.85594807466441
,33,4998.9931895169,5296.22684675181,19347.1835607395,18846.3198282853,18062.4531916774,17300.9689742263,18071.0851716021,18082.452167313,18972.9401578678,19086.2517922544,12646.0363599993,12254.774269054,11447.654876499,10636.0575838462,15709.438179102,15051.7376489977,20103.7444472735,21677.3830744424,15699.4055304697,14602.3800129782,9174.56433330909,9674.66674004556,15895.9769247396,13526.5078530505,5654.09557230721,6191.76244793876,4733.0488526623,19665.5378320944,17594.1527428811,16626.4284360442,15252.8406086729,14583.8668420666,-1.94066925540938,1.30249281163833
,34,7992.8166856812,8424.40294610374,19980.1874557769,19524.4549350983,19715.7370136045,18830.3499813578,19177.4745373733,19190.5682896339,20145.1014416448,20325.6265755429,15675.5909871189,15238.0668634552,14770.4814540058,14411.2137864176,18589.002653211,18040.9987430391,21230.8459438671,22877.1640275003,18921.7330613427,17703.7872780186,12923.8430668313,13448.4075868635,18758.9903851773,16342.5521770581,8899.8118971929,9620.09438807912,7464.92510404079,20548.5262558929,18741.2475893706,17641.5515792682,17441.9084964796,16693.4580615929,2.66646185936042,3.0545900779689
,35,11314.5704910379,11643.8197519803,20362.5583413849,19927.8956289097,20731.8805485151,19761.6580504197,19856.2868608992,19858.9648674881,20855.1841540749,21088.1888580307,17811.0060720423,17360.1841045669,17493.3798282872,17586.1889834796,20497.9166822822,20064.890985109,21923.9825994882,23613.1367026455,21096.6133450474,19825.8977440773,16168.8183827844,16676.3478698365,20640.8719357306,18259.0118789275,12150.5241017119,12886.3968327788,10730.0705339209,21102.563747156,19461.6548512242,18263.6694433732,18832.5225876686,18039.3706347503,0.897540324201145,1.0726981788348
,36,13743.7140615357,14329.3398561563,20609.2180361316,20193.1797308418,21386.078632659,20374.8269176082,20302.5276924862,20304.9571581742,21330.9243767364,21602.918627666,19240.7619302576,18777.1702586504,19389.7468216003,19882.6449480576,21767.2371008804,21411.3368859342,22381.8189518325,24105.0565401426,22532.1859926032,21241.134291969,18611.0966411915,19081.6249492003,21883.2460438979,19529.2591440402,14823.8199352785,15546.4028016386,13527.3921764355,21476.319952715,19937.8141007031,18667.7140542818,19734.7776875187,18909.8886097879,-0.216378981532216,-1.30621104461716
,37,15746.9963566248,16345.4898697276,20757.1148212452,20357.0324369907,21813.5745118845,20769.9646742913,20590.3579806219,20593.0014841905,21633.4880206689,21944.2491041145,20174.3655947388,19719.5871797812,20646.0260315615,21423.2525376885,22600.1493106799,22302.0566595498,22679.9938178191,24424.5255509575,23466.323858415,22162.7258538685,20295.3169234464,20731.2486979372,22697.7535001129,20360.3509403979,16799.7140292455,17485.7032725292,15898.6662008561,21729.3226687654,20259.2702210765,18934.3295077617,20328.179324617,19484.8000920348,-1.85097068595041,0.211182654506956
,38,17147.5886441124,17736.0798344585,20834.312041107,20437.3266037596,22070.7339137094,21016.1956044034,20762.2712189334,20766.2341569967,21808.6430020611,22153.9932621504,20779.9218242327,20337.0078359002,21469.4654437804,22446.7246384474,23135.7268046635,22876.8809110534,22843.7134316281,24604.9658229604,24066.4596104369,22759.481369688,21423.4280431099,21833.2151298992,23231.8913702447,20901.8026377844,18140.1909670628,18795.7240129906,17651.6766820246,21885.0674471815,20445.2186229793,19090.8660467635,20705.6927630882,19852.9224386463,-2.75135649091317,2.89783848979005
