,Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
,1,-262.420961044256,-427.684913635355,-513.749816469638,-626.299241258345,-424.565915109259,-526.849334641736,-7.98152165916508,-576.408124747749,-559.629879569287,-445.265978739877,-445.617078852579,-3.09472587427899,-431.724351892502,-507.610150827437,-7.97987098642261,-470.888406491581,-7.28621522576123,-21.6565569761005,-475.233307429436,-123.672599484975,-9.29039849199762,-514.870951928937,4.93474664087626,-547.654188419036,6.43669187277283,-0.657392246524068,-3.70252955175874,-0.182134236428283,-193.343202592988,-230.84212153666,-132.503120402201,-26.5821600589552,-406.310697230318,-485.555800180045
,2,-3.94094573888833,13.7416258699086,12.766054500974,0.911482516741671,13.1384223866198,7.9623507784554,4.21778664250451,8.82107889681538,9.18084537572122,8.59713277714945,18.7168854934898,29.993093754576,19.420548580013,12.22202954351,-1.15933147149281,5.91812187979394,7.91732857844818,-13.0771341206528,2.81737529427755,3.34920662072636,-2.6371289247345,0.814568642023914,10.2229659091072,5.85238629970354,17.5561380648651,12.2758154428293,3.47848212675581,10.3718323877793,12.3795726129201,12.4540864748515,-5.79447042046922,1.11475981457897,-12.3898597406114,-458.678510639737
,3,15.0487407878118,12.0471090793571,19.8167802541648,16.0046939508566,27.313000564156,13.025028643784,9.32939648505362,15.2803063352867,20.4061054662207,13.8037076431092,21.9931708536606,27.9991524111465,16.3222060651478,18.6652058374129,11.0771211222427,16.4737990394715,15.4017447783917,5.77149824655498,12.7619637315047,14.0132984895126,7.5524140013913,0.951844784779496,14.3537259011455,22.1684805040295,20.6158615933236,20.080015035941,15.616232512939,20.6769270908308,19.4019997021032,14.3017723220437,6.64739508109506,6.96987009857821,3.55129348648188,6.48038921227453
,4,17.9599310256763,18.6137005205746,17.8741479990404,17.7544242150889,24.0944020419411,16.8939561815869,11.5773974495069,18.2182532869683,17.5895470760343,14.765834535292,13.5035113855292,24.6011723629517,21.0877295486944,16.7977199935413,10.6671985170633,14.1191023361507,15.5913050011923,6.80572785591994,10.9287540150017,14.5269662557921,5.81931302473367,7.74471704529697,28.3227301833194,16.908584116597,14.1709768265746,22.0086358130684,11.1231063998312,18.2947969741435,18.2470821164925,17.9924376068111,14.2772822797324,11.6439263102848,5.35940258557093,12.4398286364021
,5,26.4711856119038,17.0529580201492,17.1013849955061,13.7292804408335,21.1248802176478,20.2751438692976,9.7740659434694,10.2401437144772,15.1401477886066,19.6440845807811,18.8849476973392,16.1129606217773,19.4357607871207,17.9816847157344,13.7284245014253,13.604291196395,17.2791692296469,12.8350172523024,16.7597747160362,16.158812661065,7.89793372005079,15.4059225352485,22.2765901727644,19.7359363672313,12.7737723838463,12.6146814300291,12.0724336672947,17.2528267479156,13.0563798708217,16.4088749197281,10.4929109284858,13.8573979467074,5.43153450138743,11.7314255334713
,6,26.1870073538057,10.1681059520697,10.7297677602055,7.69578348909909,12.6087216306059,8.69390786976146,10.1290156333362,13.0339401650126,12.2711690705974,9.20715033331726,17.6945482129413,13.9507778489524,11.8292056849932,10.5277725565784,11.7660348032559,13.4198061721818,18.4956489889246,6.3870338130464,17.4920343131171,15.7529080158138,11.739606601157,16.9919741100857,17.3118806029224,7.77021821431754,12.9318546104014,12.1243004424023,10.3156332115259,13.4124506040989,5.97202809408736,9.44903755073665,6.8022911598473,16.0997092049784,1.33604308834038,2.0836008351871
,7,29.8120827155171,7.65303898346338,11.7252948442756,7.0025951777443,9.02714017943345,15.8153971389193,5.09682364183027,11.899548676759,5.44883314328308,8.21329233650704,12.7727512163228,12.1744503269938,9.27645383041181,9.00851549797244,10.6911860121827,9.38875815146639,6.36957032265855,10.0168262419129,17.8855552926016,14.9579099788798,12.3906065739247,10.7208847691945,12.1531375112909,8.11741843687014,7.15975975412584,8.66531814103746,6.64143705291917,10.969695080862,7.42612507709237,9.73777097968195,9.65207967940114,12.6659512171964,-0.480235257814456,3.40451292111447
,8,15.6756121083945,6.38884533357032,6.43700139363773,11.9412371488861,7.60315669618467,8.28905920050329,6.99616781503119,13.0688187053547,10.4904679085712,13.2847199453736,11.2595896970915,4.85108231159211,9.22305954856529,8.16195744152628,13.5480429050031,10.4588206303406,12.5741852829115,8.03244632108181,13.2171464105159,14.9913816619373,9.61088683758408,6.58058345299469,16.6487150737439,7.8343120688387,4.37848375782505,8.23590987462285,11.6087256509172,15.7480107487954,9.90897827039316,8.70221921610937,5.21795048672993,13.3750413424978,3.93916261888444,8.6357504201178
,9,2.43630227358062,7.49578293558443,7.03070395281884,8.91506502359789,10.5761702705568,6.51566159675713,2.60182831636939,3.27538500067749,2.0830445316833,4.09292008730154,7.11984974652205,0.555176469614707,5.20322865566231,8.77836701054548,6.20720357033861,10.3509269312653,6.94971515770158,5.29039031555112,7.96392576974631,7.31169365978531,5.16626416670169,3.61553531481786,-2.32482495707336,7.52990957352631,-1.09581076228915,4.69078541610179,3.90496826014351,5.27661291173081,3.4796433826732,8.10289750704669,6.24499851349356,10.5256120077811,-2.13129481830674,3.16559057476843
,10,-0.462380773049517,1.25702110748989,3.69650846015156,4.31510453926785,9.95031280850344,8.6893998079413,3.68132392354437,8.95120198089444,5.71178323445201,10.1858731052762,9.77023255821859,5.9299036309767,5.11793556278826,8.38780473268162,11.2682170128419,10.0625559785694,9.98112330377535,6.79788098351401,7.22216685630247,5.44794154097508,10.4812384363768,8.7274675991921,13.1715598296769,2.95588173577835,5.41425503015762,7.51702083789223,4.753417458066,7.41965939483725,12.3743732977018,7.77302599129871,7.97314846849622,14.9391502050385,7.29334594426837,6.15527567647496
,11,-16.712875169168,-3.64531077901393,-1.00810952592474,-5.22000935203505,-0.989525589221557,-1.02807057972313,-2.068585074564,-3.43284083592425,2.26255107551606,-4.73951115346972,3.98750440234653,-8.41124589040101,-2.47721044964692,-5.86796133602184,0.745354181216499,-0.353584297664383,-3.80894775988145,-2.53169575661741,-0.884179770895571,-1.84966383598749,-3.4440477222397,-6.217106351437,-0.0284094909529813,-4.92269115155614,-1.67862598030206,-1.94564809891472,-6.88331863879284,-0.999846313176931,-3.78595337333354,-1.26758607971169,3.92584203241677,7.4735674830481,-6.24637843670462,-4.40336050204678
