,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,GAPDH,Unkn-01,206,,26.1878422929671,26.1782531202345,0.0135611381302805,NaN,NaN,NaN,NaN,60,
,A02,SYBR,GAPDH,Unkn-01,206,,26.168663947502,26.1782531202345,0.0135611381302805,NaN,NaN,NaN,NaN,60,
,A03,SYBR,GAPDH,Unkn-02,220,,26.0498986692911,25.9470148494685,0.14549969334186,NaN,NaN,NaN,NaN,60,
,A04,SYBR,GAPDH,Unkn-02,220,,25.8441310296459,25.9470148494685,0.14549969334186,NaN,NaN,NaN,NaN,60,
,A05,SYBR,GAPDH,Unkn-03,226,,25.3835290861172,25.4145042784601,0.0438055371083898,NaN,NaN,NaN,NaN,60,
,A06,SYBR,GAPDH,Unkn-03,226,,25.4454794708029,25.4145042784601,0.0438055371083898,NaN,NaN,NaN,NaN,60,
,A07,SYBR,GAPDH,Unkn-04,242,,26.2287984292566,26.2022151551185,0.037594426818269,NaN,NaN,NaN,NaN,60,
,A08,SYBR,GAPDH,Unkn-04,242,,26.1756318809805,26.2022151551185,0.037594426818269,NaN,NaN,NaN,NaN,60,
,A09,SYBR,GAPDH,Unkn-05,253,,25.7883484364965,25.8715887971676,0.117719646997966,NaN,NaN,NaN,NaN,60,
,A10,SYBR,GAPDH,Unkn-05,253,,25.9548291578388,25.8715887971676,0.117719646997966,NaN,NaN,NaN,NaN,60,
,A11,SYBR,GAPDH,Unkn-06,282,,25.5546390935516,25.5427960729127,0.0167485604068753,NaN,NaN,NaN,NaN,60,
,A12,SYBR,GAPDH,Unkn-06,282,,25.5309530522739,25.5427960729127,0.0167485604068753,NaN,NaN,NaN,NaN,60,
,B01,SYBR,GAPDH,Unkn-07,284,,25.7505327021327,25.6997529980778,0.0718133461676513,NaN,NaN,NaN,NaN,60,
,B02,SYBR,GAPDH,Unkn-07,284,,25.648973294023,25.6997529980778,0.0718133461676513,NaN,NaN,NaN,NaN,60,
,B03,SYBR,GAPDH,Unkn-08,289,,26.5218100216547,26.5869834735231,0.0921691795389717,NaN,NaN,NaN,NaN,60,
,B04,SYBR,GAPDH,Unkn-08,289,,26.6521569253915,26.5869834735231,0.0921691795389717,NaN,NaN,NaN,NaN,60,
