,Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
,1,-523.454450774164,5.79172989964627,-754.61055018497,-639.190258917918,-1.39022572590966,-379.41082516504,-13.5294715636383,-739.562025814977,-683.068581672498,-714.360087723665,-41.7554889290068,-580.292763775499,-693.070089125698,-8.54645815888307,-602.438944459312,-495.792827002687,-335.750346131779,-287.900382751692,-13.1829767507952,-437.198579045626,-709.534024688808,-670.60070254431,-19.2166300003901,-11.5446192851086,-795.496097325127,-565.069863542235,-8.30996337513534,5.25956753759419,-325.886588020777,-5.2191856052159,-209.640190485493,-699.202612176082,-593.959450030913,-517.916676319284
,2,29.3267288914794,18.5088309538787,17.0642897172384,-1.94180031325686,7.18115154347925,-0.357769142010511,-1.65692721295,5.42261048382261,0.0215904149608832,10.3717297419444,-27.176057338017,-0.504947308318151,18.1523212906732,6.59366189676621,9.51727007528098,-0.0635099534792971,-0.0359188387192262,3.29415982517457,-5.19451631169613,-9.97722424871972,2.01344678446185,4.74569933780549,6.66498660888283,18.7958057282367,29.2528488227654,14.7553768748576,8.19566826516257,7.80887940872435,6.92948163323763,9.03066644949558,-3.4664623526196,3.80221278364388,-1.02014205222713,-11.0149966113522
,3,25.3616714635718,22.1752131163348,20.1550817828202,8.25017666645817,14.2252182958819,9.20801643898631,16.5263589220876,12.3427666886801,13.175387371467,17.9476851203844,-3.60371795224182,16.9216359505999,21.7388457517118,18.7462017959551,10.1700822753555,13.9475327755526,11.595871483406,11.1820297423201,8.55090448254941,7.70199927900194,9.63166282465227,14.4934649580346,15.4112690408492,25.9127507245839,24.6570826000516,21.2250040042645,23.7008676349906,14.0495690582629,17.3330866079968,22.5832415161249,14.0499149059524,10.8473306022497,9.92443264550275,-0.00586103501973412
,4,21.6156033890747,20.9341136120265,21.9938174662811,13.7583501175122,13.3213063774938,13.5248284756608,13.2714363535742,18.4592096498372,11.7819786876307,22.1923343644385,-0.208304120797038,10.4126226963963,20.7057492872982,10.7759743211263,10.7922883198517,15.1746263999848,10.6393803908877,10.9005777293896,8.30118574588505,6.83724852106388,11.8033032622297,13.3113973118789,15.0926134866186,16.038358706388,25.0543145244992,25.4168739142378,15.4020417851571,20.7870291487297,21.3691902067276,17.9184562751261,8.88027109155701,7.75064246323109,7.75589500594469,9.33039928123799
,5,23.9712340682154,16.1540365434157,20.3458261352962,11.493567360576,12.5230263397043,11.8296943471942,13.8287433997493,20.7721850459438,12.3987316257308,22.2807502126861,14.4421996223382,17.0637858996552,13.6874903655498,10.3396317602937,15.2677690334667,10.0892767897612,13.9431711620327,9.11896361431809,9.52397954152093,9.2070356508184,14.1572330180234,17.5435766249602,11.9713165698549,15.8776715364938,16.4940517274836,19.3903016600443,18.4485634079383,15.649141646064,13.8060972107905,20.0379921902222,12.4278346101055,12.962792053283,17.4592684914396,6.17298536831095
,6,15.7193139861229,16.7710210387959,17.546763327573,10.9560337927333,7.7723982757916,9.49585899198428,9.43526270373241,17.1078100746472,9.89119952473266,22.3614631730525,12.4002511180834,10.585844552681,6.53185719768226,7.84435944915276,12.6993861968185,6.63834013556971,6.81109771327465,13.1810414126221,6.33297767982276,7.4138939285549,9.94267153021974,16.0377796377452,18.614864999181,13.7255959767881,17.9353487009193,15.723924056706,12.5344848937493,14.3570117887602,19.6227485694126,16.9840949787949,12.4706020379544,10.9223767531639,0.92351965250873,4.58523529615559
,7,0.115877991612251,2.59340383621111,2.16195903500829,5.03945281116557,2.86221004947311,8.00454355617603,8.16930447436607,11.0239902387002,6.23942839157098,4.04558848578199,1.63748731100895,3.81780505253028,-2.36156029208178,-0.0973559051308257,4.29168318927896,4.8978025763081,3.99121435423513,4.59297306460212,4.54858574750597,3.27820401210647,11.091727627987,2.26057828018838,2.76905890437411,-4.68160932280807,2.72497603202919,4.74268774236407,4.76367307342844,4.68667853772604,1.25521101178856,3.22259060362649,6.93474626239731,10.9716983689841,-3.92552784899362,-5.27398650436771
,8,-9.77814015230797,-1.4307581219,-0.792900807652586,-1.38699065499532,3.06919333940732,5.60568668466112,7.10362724741299,0.903743824664161,4.66721383183813,6.76996302616499,9.22055036267193,-0.135044454885247,-6.43921701733689,-0.712108620833533,-0.221875186733996,2.94816381295004,6.22301196244371,4.79021113783983,2.71250857531504,3.4977678612031,5.05010116196354,4.85646939695471,0.471031390758071,1.60844200498468,0.840268568154897,0.419986950439124,4.28055936439432,1.56748856585091,3.16559705906639,3.66634710054768,1.28482395039828,4.01443256790026,-3.86620094329191,-6.55733519054411
,9,-2.85965068037331,-5.8942614312673,1.92478815985214,-4.6385994464008,3.1779176256523,1.70286393050628,-2.22681791871855,-5.69655066840733,-6.30091643065407,-4.23805964447274,6.26567667907693,-5.00143945655509,-2.59451734591858,0.562249022257674,4.16122102293957,-1.82165163298851,3.80572631625455,2.68051636391556,1.77833348554941,-0.10236011689085,-0.788060276149736,-1.77016831722449,-1.54416777140159,-6.97855786145101,-1.31500777536166,-2.2137808155494,-5.43913337871436,-0.888183862902224,-2.16077378673617,-7.67762022857733,-1.53175332922547,-1.92354175604214,-5.96923831756521,-3.42936330561497
,10,-2.37817310040919,1.39101937433679,0.495668746732918,9.06773147058448,8.40839923926887,1.46263469835594,4.67584618800902,-0.443589052067182,2.55504047722388,-5.18232515235377,12.8361563519875,-4.2323875489501,-3.63567203424282,6.93115876438969,6.78790550232225,3.82907271469867,5.31468599435175,5.42916682635223,5.1911366751965,10.3213742719763,0.298358643830397,3.89098642026693,-4.91924023428692,-1.92367251140058,-1.60801016895402,-0.855612162908074,-1.46379676695324,0.530577033513509,-0.301230406663308,-1.98636716166129,1.57669826044821,1.42974571663217,3.15001385487176,2.06063526905018
